4.1654	0.22894	0.23257	0.099083	0.20739	0.18133	0.18251	0.094188	0.10021	0.091336	0.10297	0.27055	0.23257	0.095237	0.095237	0.088974	0.090465	0.089676	0.094775	0.23191	0.094188	0.13979	0.28317	0.24291	0.19182	0.17016	0.092055	0.092457	0.096783	0.18833	0.22675	0.095992	0.14893	0.11756	0.10357	0.12856	0.24906	0.18633	0.092891	0.09124	0.21483	0.1961	0.22789	0.23257	0.13785	0.22609	0.16953	0.23255	0.089634	0.093693	0.23823	0.088602	0.09333	0.095711	0.22454	0.16237	0.193	0.27999	0.24262	0.19024	0.23209	0.23257	0.094025	0.087742	0.087742	0.24605	0.10615	0.26889	0.10002	0.1014	0.10352	0.19966	0.22	0.22789	0.087748	0.090547	0.091481	0.1974	0.22789	0.26303	0.2734	0.20494	0.27454	0.22991	0.22014	0.093031	0.20103	0.14893
0.45733	4.1513	0.30582	0.37091	0.54654	0.48698	0.4871	0.40995	0.16338	0.44998	0.10936	0.39256	0.30582	0.27533	0.29521	0.47996	0.44525	0.35827	0.11339	0.30242	0.40995	0.5335	0.27986	0.41207	0.55072	0.52383	0.42711	0.22822	0.10851	0.46364	0.29843	0.10582	0.47022	0.24903	0.4717	0.12048	0.43781	0.43984	0.15911	0.15066	0.56799	0.43422	0.29988	0.30582	0.47246	0.50685	0.52519	0.3058	0.46817	0.43423	0.48915	0.32658	0.35084	0.28853	0.29647	0.54218	0.43754	0.35223	0.45869	0.46699	0.30535	0.30582	0.31122	0.40495	0.40495	0.4278	0.16386	0.44524	0.20264	0.2318	0.18759	0.41987	0.53153	0.29988	0.33164	0.47195	0.42344	0.31036	0.29988	0.45686	0.34441	0.59272	0.37398	0.30245	0.36559	0.42744	0.32491	0.47022
0.68773	0.46977	4.1482	0.56875	0.80679	0.72769	0.72786	0.62298	0.26449	0.67775	0.17995	0.59892	0.47641	0.43225	0.46112	0.71827	0.67133	0.55102	0.18634	0.47151	0.62298	0.7896	0.43886	0.6259	0.81227	0.77681	0.64656	0.36279	0.17859	0.69627	0.46577	0.17431	0.70515	0.39367	0.70715	0.19756	0.6612	0.66396	0.25791	0.24482	0.83489	0.65629	0.46785	0.47641	0.70818	0.75426	0.77861	0.47638	0.70239	0.6563	0.73061	0.50613	0.54055	0.45145	0.46294	0.80105	0.66083	0.5425	0.68958	0.70079	0.47573	0.47641	0.48417	0.61608	0.61608	0.6475	0.26524	0.67131	0.3244	0.36813	0.30159	0.63664	0.78699	0.46785	0.51334	0.70749	0.64154	0.48293	0.46785	0.68709	0.53147	0.86708	0.57304	0.47156	0.56129	0.64702	0.50375	0.70515
0.11391	0.20764	0.21097	4.1618	0.091376	0.076703	0.079817	0.23876	0.31924	0.22155	0.35713	0.12402	0.21097	0.28387	0.26408	0.18758	0.20776	0.22273	0.2919	0.09118	0.23876	0.10873	0.092695	0.087455	0.086903	0.14302	0.22863	0.30048	0.29893	0.080446	0.20564	0.33424	0.10915	0.239	0.19508	0.32607	0.1131	0.14175	0.29702	0.27622	0.095479	0.084864	0.20668	0.21097	0.16988	0.091436	0.073171	0.21096	0.20066	0.23227	0.09837	0.26686	0.23438	0.29984	0.20315	0.11985	0.074656	0.10559	0.098171	0.081269	0.21066	0.21097	0.25627	0.23276	0.23276	0.093243	0.3177	0.11206	0.33103	0.27681	0.30655	0.081813	0.095188	0.20668	0.23465	0.2029	0.24096	0.14849	0.20668	0.10026	0.097713	0.090111	0.11633	0.20853	0.082067	0.24565	0.15937	0.10915
0.25919	0.3466	0.3518	0.1008	4.16	0.1766	0.18026	0.1006	0.091938	0.10112	0.093237	0.26693	0.3518	0.094054	0.093984	0.099969	0.099197	0.092553	0.083292	0.21502	0.1006	0.15	0.37507	0.32634	0.19273	0.18032	0.10008	0.090373	0.084722	0.18361	0.34348	0.08702	0.1512	0.10946	0.11373	0.11826	0.24602	0.18353	0.085593	0.082399	0.21302	0.19166	0.34511	0.3518	0.1401	0.21419	0.16749	0.35177	0.10023	0.1019	0.4662	0.092804	0.094936	0.096594	0.33988	0.16729	0.18009	0.73412	0.63871	0.18544	0.35109	0.3518	0.094366	0.096048	0.096048	0.22549	0.095287	0.25541	0.095458	0.093891	0.094438	0.19034	0.21507	0.34511	0.090226	0.10125	0.10037	0.18573	0.34511	0.24128	0.24328	0.20298	0.26176	0.348	0.20068	0.10195	0.19313	0.1512
0.23951	0.3213	0.32617	0.089558	0.18631	4.1589	0.72485	0.090482	0.082833	0.09118	0.085235	0.39006	0.32617	0.085025	0.084049	0.089202	0.08875	0.082364	0.073781	0.58196	0.090482	0.13794	0.21268	0.1917	0.24772	0.16994	0.090123	0.082628	0.075051	0.44852	0.31836	0.07949	0.13735	0.097545	0.1034	0.11008	0.35078	0.16906	0.077117	0.073172	0.19377	0.48728	0.31989	0.32617	0.12572	0.19184	0.36914	0.32615	0.089832	0.091771	0.20618	0.084915	0.084359	0.088389	0.31558	0.15212	0.42778	0.23072	0.20771	0.45265	0.3255	0.32617	0.084489	0.087208	0.087208	0.20151	0.084584	0.23611	0.0873	0.082626	0.083944	0.47872	0.19582	0.31989	0.08093	0.090766	0.091147	0.17122	0.31989	0.21565	0.21704	0.1822	0.24615	0.32261	0.5088	0.092608	0.18068	0.13735
0.27128	0.36005	0.36541	0.10585	0.21469	0.7962	4.1567	0.10554	0.096694	0.10603	0.098048	0.41946	0.36541	0.098793	0.098743	0.10483	0.10405	0.097188	0.087715	0.64722	0.10554	0.1571	0.25539	0.22906	0.28454	0.18867	0.10497	0.094926	0.089223	0.51146	0.35682	0.091524	0.15852	0.11507	0.1192	0.12421	0.38265	0.19232	0.090028	0.086731	0.2231	0.54447	0.3585	0.36541	0.14696	0.22466	0.43867	0.36539	0.1051	0.10687	0.23775	0.097372	0.099709	0.10139	0.35379	0.17529	0.50746	0.26639	0.23964	0.51602	0.36468	0.36541	0.099116	0.10072	0.10072	0.2366	0.10028	0.26733	0.10029	0.098779	0.099356	0.54512	0.22525	0.3585	0.094739	0.10616	0.10524	0.19475	0.3585	0.25296	0.25533	0.2127	0.27398	0.36149	0.58986	0.10689	0.20234	0.15852
0.1372	0.28874	0.29319	0.29762	0.11577	0.098562	0.10118	4.1569	0.36345	0.26437	0.39718	0.14247	0.29319	0.3259	0.31007	0.23402	0.25331	0.26897	0.33908	0.10849	0.64393	0.13348	0.11483	0.111	0.11072	0.16727	0.27203	0.33754	0.34683	0.10131	0.28607	0.37247	0.13393	0.28053	0.23047	0.3579	0.13308	0.16748	0.33871	0.32164	0.12108	0.10461	0.28746	0.29319	0.20579	0.11611	0.096173	0.29318	0.24542	0.27629	0.12223	0.30259	0.28253	0.33775	0.28267	0.14776	0.096088	0.1273	0.12128	0.10232	0.29274	0.29319	0.3016	0.27126	0.27126	0.11646	0.36896	0.13482	0.37028	0.33002	0.35663	0.10182	0.11956	0.28746	0.27709	0.24798	0.2808	0.17191	0.28746	0.12519	0.11994	0.11665	0.13611	0.28994	0.10214	0.28594	0.18175	0.13393
0.12228	0.092729	0.094302	0.33693	0.088518	0.07537	0.077409	0.30985	4.1609	0.67161	0.44592	0.12919	0.094302	0.36336	0.35065	0.25325	0.377	0.30271	0.39643	0.10294	0.30985	0.10981	0.1189	0.10069	0.081643	0.14629	0.29483	0.37257	0.40551	0.080141	0.091785	0.41882	0.11923	0.31865	0.23537	0.3945	0.11577	0.15979	0.38544	0.37373	0.091874	0.085556	0.092276	0.094302	0.21014	0.095141	0.068859	0.094307	0.36097	0.29933	0.10295	0.32625	0.31997	0.36876	0.090856	0.12825	0.079095	0.123	0.10509	0.081005	0.094355	0.094302	0.33905	0.28976	0.28976	0.10435	0.42824	0.12059	0.41084	0.38597	0.41244	0.085432	0.094718	0.092276	0.30863	0.26696	0.29949	0.17637	0.092276	0.11206	0.11707	0.085424	0.12673	0.093151	0.092912	0.30502	0.18345	0.11923
0.14881	0.35276	0.35803	0.30691	0.1302	0.11123	0.11383	0.2934	0.83363	4.1551	0.40145	0.15221	0.35803	0.33302	0.31765	0.24611	0.3461	0.27797	0.34338	0.11602	0.2934	0.14738	0.12188	0.12157	0.12531	0.18063	0.28258	0.34369	0.35108	0.11325	0.34959	0.37659	0.14594	0.28712	0.24219	0.36213	0.1441	0.1785	0.3437	0.32651	0.13633	0.11576	0.35124	0.35803	0.21766	0.12931	0.11006	0.35801	0.33511	0.287	0.13485	0.31067	0.29137	0.34506	0.3455	0.16186	0.1073	0.13608	0.133	0.11436	0.35745	0.35803	0.30964	0.2812	0.2812	0.12734	0.37423	0.14609	0.37602	0.33648	0.36227	0.11248	0.13349	0.35124	0.28543	0.25977	0.29117	0.17961	0.35124	0.13687	0.12855	0.1326	0.1454	0.35418	0.11131	0.2964	0.18976	0.14594
