-0.10531	-0.084359	-0.011102	0.091414	-0.01319	0.01201	-0.0044441	0.0071638	-0.017233	0.020657	-0.01066	0.014156	-0.17622	0.038316	-0.001032	0.013668	-0.0030616	0.0074094	-0.023705	-0.081336	0.0055879	0.0031049	0.0075938	0.023351	-0.10888	-0.12866	0.20253	0.15325	-0.4326	0.08064	0.23399	0.54705	-0.45826	0	0	-0.11329	-0.073639	0.20088	0.061233	0.063017	0.033026	0.00040864	-0.047672	-0.02099	-0.0038908	0.023119	0.053515	-0.030742	-0.00066606	-0.0029022	-0.00024069	0	0	0	0.00028149	0.02214	-0.04525	-0.0040249	-3.3851e-05	-0.00086877	0.025789	0	0.0054108	0.0029053	0.0010085
-0.11376	-0.049133	-0.058754	-0.053403	-0.05555	-0.0069354	-0.0026028	0.019188	-0.014233	-0.01415	0.0013562	0.0017072	0.016167	-0.0087307	-0.0030126	-0.0031693	0.0098158	0.0044939	-0.0039065	0.0057981	-0.031984	-0.0065827	0.0041907	0.003469	0.0098483	0.039407	0.016266	0.0011923	0.0087726	0.0010304	-0.015568	-0.022226	-0.075476	9.9984e-16	3.7409e-14	-0.39198	-0.1951	-0.62468	0.32686	0.40695	-0.026725	-0.0063923	-0.2254	0.15406	0.0059895	0.024289	-0.0096516	-0.00066801	0.0027637	7.0851e-05	0.00046414	5.0738e-15	-9.665e-15	6.2418e-15	-0.0083216	0.016289	-0.0058094	-0.019173	-0.0032333	0.0037405	0.0057433	-1.2496e-15	-0.0023041	0.00016149	-0.0091628
-0.1237	-0.055975	-0.068886	-0.052812	-0.055126	-0.0056352	-0.00077047	0.018295	-0.010104	-0.013893	-0.0025879	0.006059	0.010624	-0.0057547	0.002119	-0.0049199	0.0084424	-0.00098308	7.7431e-05	0.0030786	0.01331	0.0063946	-0.0055775	-0.0078016	0.0083438	0.028595	0.0080376	0.00018555	0.013153	0.012959	-0.017461	0.0028973	-0.029156	2.0416e-14	-4.4874e-15	-0.066901	0.0033725	0.0087487	-0.054503	-0.056601	0.0019621	-0.012766	0.17533	-0.12422	-0.010636	-0.017203	0.023473	-0.00088201	-0.18132	-0.012264	0.22341	-0.41679	-0.38667	-0.65328	0.002749	0.0039275	0.0077077	0.0085492	-0.0077829	-0.0032156	-0.00053889	9.4442e-15	-0.0062123	-0.0029873	0.0014568
-0.10645	0.088984	-0.017738	-0.025714	-0.033938	-0.0027642	0.020616	-0.024087	0.029751	0.0076153	0.0076249	0.0045837	-0.028656	-0.089628	0.022811	0.03064	0.04185	0.048285	0.016483	0.027938	-0.00065503	-0.074967	0.1476	0.046528	0.02549	0.012355	0.033123	-0.0012262	-0.0085432	0.52174	-0.69701	0.28128	0.097034	-6.0834e-15	3.6467e-13	-0.048451	0.21358	0.040746	-0.048202	0.093969	-0.00032108	-0.039265	-0.063831	0.0342	0.021334	0.02469	-0.026383	0.0025036	0.0054692	0.00051254	0.0003771	-7.2164e-16	-8.1671e-15	-3.4278e-15	-0.028164	-0.0096206	0.0015447	-0.011625	-0.0076685	0.00363	-0.00065236	-6.7727e-15	-0.033236	-0.0017341	-0.0064414
-0.10912	-0.10335	-0.091987	0.14554	-0.10669	-0.18568	-0.040057	0.044924	-0.097426	0.33725	0.040072	-0.040578	0.14915	-0.029788	0.00092129	-0.0050744	0.013938	-0.00046156	0.011484	0.035916	0.00023752	-0.00052463	-0.0095611	-0.002433	-0.00654	0.03404	-0.038239	-0.029364	0.055096	-0.0056785	-0.014925	-0.0050188	0.0074192	2.8544e-16	3.1473e-15	-0.0045164	-0.0068453	0.02294	0.0021991	0.027403	0.0083323	0.0044979	-0.1782	-0.23333	-0.054805	0.02603	0.10874	-0.0099882	0.0021632	0.0037562	0.0014316	4.7948e-15	-4.0724e-14	-5.2111e-15	-0.15907	0.37594	-0.0087463	0.6122	0.038852	-0.054593	-0.025656	-2.4854e-16	-0.00032508	0.10477	0.23233
-0.10816	-0.1381	0.16631	-0.13933	0.005073	-0.012944	0.0030008	0.0062565	-0.0016805	-0.014943	-0.0033343	0.0039641	0.054739	-0.017761	0.0012812	-0.01089	0.0028641	-0.020269	0.30697	-0.060954	-0.062567	0.0038801	-0.0062321	0.0018209	0.01054	0.29319	0.018805	-0.31906	-0.33809	0.00032014	-0.021735	-0.094334	0.049704	9.5904e-16	-2.8093e-14	-0.035375	-0.015226	0.058048	0.0093161	0.037802	0.035214	0.17099	0.022907	-0.016424	0.026041	-0.014114	-0.014639	-0.041427	-0.0028379	0.010664	-0.00086269	-9.7145e-16	1.088e-14	1.6306e-15	0.031136	-0.063207	0.013652	0.030116	0.0079266	-0.011682	-0.019444	-1.3878e-15	-0.0058105	-0.003217	0.024584
-0.10989	-0.14062	0.17394	-0.1396	0.0066246	-0.014634	0.00097678	0.0037542	0.00036282	-0.016679	-0.0026585	0.0028166	0.05964	-0.018416	0.0011225	-0.011418	0.0040258	-0.017804	0.26495	-0.034523	-0.04429	0.0032138	-0.0097425	0.0014967	0.0019139	0.26498	0.016506	-0.28256	-0.29823	-0.00071588	-0.020304	-0.084192	0.046955	1.4061e-15	-2.3432e-14	-0.027787	-0.012756	0.048345	0.0050864	0.03551	0.028808	0.14346	0.014189	-0.011349	0.017664	-0.01037	-0.010146	-0.022891	-0.0013236	0.0018772	-0.00046496	-1.2976e-15	5.8564e-15	1.6723e-15	0.014015	-0.016785	-0.058646	-0.0015583	0.00046957	-0.0025057	0.039981	-1.0601e-15	0.0046509	-0.0061596	-0.014855
-0.11083	0.081076	-0.045509	-0.052958	-0.075827	-0.0097292	0.023306	-0.018204	0.039703	-0.013688	0.0022568	0.012152	-0.027961	-0.45033	0.13703	-0.3322	-0.29352	-0.11221	-0.049431	-0.069675	0.018246	0.076096	-0.089131	-0.026183	0.029807	-0.029679	0.0088935	0.016416	-0.018697	-0.015461	0.032997	-0.019465	-0.0027145	1.4682e-15	-2.6088e-14	-0.014342	0.030703	0.0022033	-0.0089411	0.0056244	0.012155	-0.015678	-0.002421	-0.0014247	0.014933	0.0030038	-0.02712	0.0033085	0.0014458	-7.7122e-05	-5.5228e-05	-2.4147e-15	-1.2906e-15	-5.6205e-15	0.005758	-0.022189	0.00088446	0.005188	0.00011146	-0.0044106	-0.0038098	-0.70711	-0.011814	1.2351e-05	-0.0010917
-0.096642	0.16011	0.061053	0.018168	0.0091068	-0.0017936	0.038394	-0.086186	0.11857	0.018732	0.061563	-0.30904	-0.050132	0.045783	-0.012031	-0.019281	-0.1194	0.50967	0.022786	-0.00036312	-0.023327	0.074001	-0.065155	-0.0047728	-0.0020594	-0.00081424	0.001054	0.0041759	-0.0060798	-0.01034	0.033195	-0.0187	-0.0037763	4.5219e-16	-2.1931e-14	-0.010617	0.020691	0.00046412	-0.0050185	0.0012087	0.0055706	-0.014966	-0.0023742	-0.0024936	0.02761	-0.0070605	-0.059546	0.011416	0.00064961	-0.00086159	-0.00038789	-4.5797e-16	8.9581e-15	-5.9674e-16	0.035414	-0.10586	-0.0076239	0.063114	0.028922	-0.057967	-0.032957	-9.8775e-15	-0.059432	0.010911	0.041774
-0.11336	0.070574	-0.060384	-0.065537	-0.094508	-0.012866	0.032159	-0.030263	0.074354	-0.029814	0.03715	-0.27753	-0.021625	0.013305	-0.0083205	-0.0063868	-0.098545	0.64088	0.042578	0.024496	-0.038785	0.094469	-0.088616	0.0053417	-0.053542	0.055716	-0.024315	-0.029403	0.052432	-0.018559	0.04698	0.00040632	-0.030906	3.9948e-16	-3.0128e-14	-0.025223	0.030273	0.00043206	-0.0094825	-0.0033963	0.051455	-0.0068986	0.016635	-0.0087198	-0.02514	0.020479	0.04666	-0.012071	0.0012053	0.00094327	0.00037688	1.3115e-15	-6.3977e-15	-8.8818e-16	-0.028898	0.10252	0.01163	-0.061899	-0.030081	0.053961	0.028348	8.0734e-15	0.048555	-0.010618	-0.042541
